########################
# Weapon Proficiencies #
########################
Hidden Weapon,3,"Short Weapons","When you have been through a lot of fights with a short weapon like a dagger, you start to think of it as an indispensable friend. When people insist that you leave your friend behind while you go to a party, you might want to sneak it in anyway—after all, that dagger has saved your life, and it might be necessary to take a life, too. In order to use HIDDEN WEAPON, you must make a good-faith attempt to conceal a short weapon (which must be 20 inches or shorter, from pommel to tip). As long as you make more than just a token effort, you may successfully stash your weapon just about anywhere: inside an article of your clothing, in a box, under a pillow, inside a birthday cake, etc. Once you have hidden it, you may tie a white headband around that short weapon, indicating that it is officially “hidden.” Such a hidden weapon cannot be detected by other people through any non-magical means; player characters and non-player characters alike will have to role-play not seeing it. With this skill, only 1 weapon at a time can be concealed; additionally, the weapon will automatically move along with whatever article of clothing (or cake, etc.) it is hidden within, unless you choose to move it separately. In order to retrieve the weapon from its hiding place, you must be able to reach it and remove the white headband; if your hands are bound with shackles or the ROPE USE skill, you will be unable to do so."
Leap,2*,-,"You have practiced your acrobatic skills to the point that you can occasionally take to the air, leaping over people’s heads in order to move yourself to a better tactical position. To use this skill, you must not be wearing any armor. When you use this skill, you raise your hands above your head (which is a signal that you are now airborne) and immediately take 3 steps in a row, to show the distance of your jump. Those steps can be as large as you can make them, but they must be immediate: you cannot delay your steps in order to get increased “air time.” At the end of those three steps, you must role-play the process of landing from a high jump, with at least 3 limbs touching the ground (most people will do a “superhero landing” with 2 feet and 1 hand on the ground). While you are taking your 3 steps with your hands raised, you cannot take any actions or use any skills—but you also cannot be affected by any attacks or spells that can be physically dodged (that is, attacks that could be canceled by the DODGE skill). You can still be affected, however, by attacks delivered by voice, gaze, gesture, or ward. If you take this skill multiple times, you should always keep track of how many uses of LEAP you still have available, until your character gets a chance to rest and regain their full complement of skills."
Leap Attack,3*,"Leap","You have continued training your acrobatic skills, but with a focus on actual combat: you have learned how to use your momentum and height to make an attack in the midst of your incredible leaps. With this skill, whenever you use the LEAP skill, you may make 1 basic melee attack (or use one skill that produces a single melee attack, such as 5-DAMAGE STRIKE or DISARM) during the time you spend “airborne.”"
Rope Use,3,-,"You have learned the properties of various kinds of rope, and you have mastered the art of using knots to bind people in a legitimately secure way. Without this skill, any effort that you make to bind somebody with ropes will be shaky at best, and that person will be able to escape if they push themselves to do so (people untrained in ROPE USE should probably use shackles for this purpose). If you have this skill, though, you can spend 3 seconds role-playing the process of tying a person up, using a physical representation of a rope or rope-like object (such as an actual rope, a belt, a long strip of cloth, etc.)—and if you do, those bonds will appropriately restrict the subject’s movement as though they were truly restrained. This means that, if their legs are bound together, they will not be able to separate them; if their arms or hands are bound, they will be unable to do anything requiring freedom of movement in their arms (such as, for instance, retrieving weapons they may have stashed with the HIDDEN WEAPON skill). The only ways to escape one’s bonds are to use the ESCAPE skill, to spend 3 seconds cutting your bonds (if your hands are free and you can wield a bladed weapon), or to have somebody else spend 3 seconds cutting your bonds with a bladed weapon. When you use this skill, while you are role-playing the 3 seconds of binding your subject, you should briefly explain how it works."

####################################
# The Honored Path of the Beserker #
####################################
Battle Rage,7*,-,"You have mastered the art of accepting your anger as it courses through you, giving you the ability to strike with more ferocity than other people are capable of. To use this skill, you must first let loose a powerful scream of fury, then officially call “rage.” This starts a 10-second period during which all of your attacks will do a base amount of 3 damage, enabling you to call “3” for each such attack. During this period, you should role-play being in a state of unreasoning anger, with very little control over your own destructive impulses. If you take this skill multiple times, you should always keep track of how many uses of BATTLE RAGE you still have available, until your character gets a chance to rest and regain their full complement of skills."
Enduring Rage,6,-,"You are a warrior who has learned to draw inspiration, or perhaps just fuel for the fire of your rage, from the defeat and death of your enemies: whenever you ceremoniously kill an enemy in combat, you give yourself some motivation (in the form of Health Points) to help keep you going. To use this skill, you should take roughly 3 seconds to speak to an enemy that you personally put into a helpless or bleeding-out state, either to taunt them or to say a few words to honor them. If you do, and then administer a deathblow to them, you may call “heal self 2.” Although the game treats this as a normal healing effect, you should role-play it as adrenaline instead: your wounds have not closed or vanished, but you are nonetheless still pushing forward to fight."
Brutal Anger,5,-,"You have become adept at reaching deep within your own rage and drawing forth the energy needed to make your attacks strong enough to send your enemies flying. To use this skill, you must role-play the process of getting incredibly angry for 3 full seconds, focusing on expressing your rage without making any attacks or using any skills. Then, immediately after those 3 seconds, you may add the Massive effect to the next attack you make, which will therefore knock your target back 3 steps, even if they block or PARRY your attack."
Hatred,4,"Battle Rage","Your drive to wade into combat is so strong, and your anger is such a powerful force, that you can rely on that instinct to pull you to your feet for one last push, even if you are suffering from extreme weakness. To use this skill, you must role-play some kind of savage self-motivation effort—for instance, letting out a howl or screaming and hitting yourself in the chest. If you do, you gain the opportunity to immediately use the BATTLE RAGE skill and, if you do, to remove any Weakness effects currently affecting you. This is an exception to the normal rule that you cannot use any skills while suffering from Weakness. (If you do not have any more uses of BATTLE RAGE available, then HATRED has no effect.)"
Seething Hatred,4,"Hatred","You have practiced unleashing your anger in combat so much that you can conjure that same energy and heat even in quieter moments, when you feel weak and need to get back onto your feet. To use this skill, you must role-play some kind of savage self-motivation effort—for instance, letting out a howl or screaming and hitting yourself in the chest. Whenever you do, you may remove any Weakness effects currently affecting you. This is an exception to the normal rule that you cannot use any skills while suffering from Weakness. Afterward, you should roleplay being extremely angry until combat has subsided and you get a chance to calm down."
Berserker,10,"Seething Hatred","You have finally reached the pinnacle of savage combat, gaining the ability to shrug off even the deadliest wounds through the sheer force of your rage. You may only use this skill once per game—and, to do so, you must have entered a bleedout state within the last 30 seconds. (This is an exception to the normal rule that you cannot use any skills while suffering from Weakness.) If you choose to use this skill during that time, you call “berserker!”, which immediately causes the following effects: 1) you are healed to your normal, maximum Health Point total, which ends your “bleedout” condition; 2) you end any Weakness effects that are affecting you; 3) you gain the Berserk effect, which means that you will attack whoever is closest to you, friend or foe, in a blind rage for 3 minutes; and 4) all physical attacks you make during the duration of that Berserk effect will deal a base amount of 3 damage (and you may therefore call “3”), unless you are using an attack that has a higher base damage. When the Berserk effect ends in any way, you automatically lose all of your current HP and drop into bleedout again. (Start a new bleedout count, rather than continuing the previous one.)"
Break Arm,5*,-,"You have mastered the art of summoning up a lot of strength and unleashing it on a single foe— not just to cause indiscriminate damage, but to specifically snap a bone in their arm and ruin their ability to fight. When you use this skill, you make a physical melee attack and call “break arm.” If you hit your enemy on any part of either arm, then you have broken that specific arm, and they will be unable to use that limb until the bone can be set. If you take this skill multiple times, you should always keep track of how many uses of BREAK ARM you still have available, until your character gets a chance to rest and regain their full complement of skills."
Break Leg,5*,-,"You have mastered the art of summoning up a lot of strength and unleashing it on a single foe— not just to cause indiscriminate damage, but to specifically snap a bone in their leg and ruin their ability to move around. When you use this skill, you make a physical melee attack and call “break leg.” If you hit your enemy on any part of either leg, then you have broken that specific leg, and they will be unable to use that limb until the bone can be set. If you take this skill multiple times, you should always keep track of how many uses of BREAK LEG you still have available, until your character gets a chance to rest and regain their full complement of skills."
Break Shield,5*,"Two-handed Weapons","You have mastered the art of summoning up a lot of strength and unleashing it on a single, welldefended foe—not just to cause indiscriminate damage, but to specifically shatter their shield and “open them up” to other attacks. When you use this skill, you make a physical melee attack with a two-handed weapon (that is, a weapon that is longer than 48 inches from pommel to tip) and call “break shield.” If you hit your enemy on any part of their shield, then that shield becomes broken, making it unusable until it can be repaired by a smith. If a player cannot drop their shield to the ground immediately, they can simply hold that shield off to the side rather than using it. If you take this skill multiple times, you should always keep track of how many uses of BREAK SHIELD you still have available, until your character gets a chance to rest and regain their full complement of skills."

########################
# Healing and Religion #
########################
Examine Wounds,2,-,"You have some basic training in the medical arts, such that you can look at a person and get a fairly accurate sense of just how injured they are in specific terms. You have the ability to call “examine wounds” whenever you are within arm’s reach (roughly 3 feet) of your chosen subject.  They must tell you if they are living, bleeding out, or dead; if they are not bleeding out or dead, they should also tell you exactly how damaged they are, in numerical terms. (For instance, “I am missing 4 HP.”) If you spend at least 3 seconds touching your subject, you may also determine if any of their prosthetics (such as pointed ears, horns, a tail, or a longer nose) are legitimate parts of their body. This is useful in attempting to see through the effects of the MASTER DISGUISE skill: although there are certain spells or magical items that can obfuscate the results of EXAMINE WOUNDS, a subject without any such magical effects will be forced to truthfully point out whether any prosthetics “don’t feel alive” (and are therefore part of a disguise) or not. See the DISGUISE skill for more information about how disguises generally work in Twin Mask."
Detect Poison,2,"Examine Wounds","You have some significant training in the medical arts, such that you can look at a person and determine if they have been poisoned or not. You have the ability to call “detect poison” whenever you are within arm’s reach (roughly 3 feet) of your chosen subject. They must tell you if they are suffering from the effects of a poison—but, unfortunately, they cannot tell you the specific effects of any poisons in their system. This skill only works when it is used on people: you cannot use DETECT POISON to determine if a food, drink, or residue contains poison (see the ALCHEMICAL EXAMINATION skill). If you are involved in an investigation of possible poisons, though, you should mention that your character has the DETECT POISON skill, since Twin Mask staff members might decide to give you some extra information as a result."
Detect Disease,2,"Examine Wounds","You have some significant training in the medical arts, such that you can look at a person and determine if they are suffering from a disease. You have the ability to call “detect disease” whenever you are within arm’s reach (roughly 3 feet) of your chosen subject. They must tell you if they have a disease in their system—but, unfortunately, they cannot tell you the specific effects of any diseases they may be suffering from. This skill only works when it is used on people: you cannot use DETECT DISEASE to determine if a food or drink harbors a disease. If you are involved in an investigation of possible diseases, though, you should mention that your character has the DETECT DISEASE skill, since Twin Mask staff members might decide to give you some extra information as a result."
Apply Pressure,1,"Examine Wounds","You have some significant training in the medical arts, such that you can apply the right kind of first-aid pressure to help stop a person from bleeding out for quite some time. With this skill, you have the ability to call “slow bleeding” whenever you are touching a person who is in bleedout.  As long as you maintain physical contact with the subject, you can halt their bleedout count—but you can only use APPLY PRESSURE in this way for up to 3 minutes, after which their bleedout count will continue from where you paused it. For each person, you only get 3 minutes of APPLY PRESSURE, even if that 3 minutes is broken up into smaller periods of contact; that is, there is no way to “reset” a subject’s bleedout count with this skill."
Set Bone,3,"Apply Presure","You have advanced training in the medical arts, such that you can determine how a person’s bone is broken, by feel, and then shift that bone back into its proper position to allow it to begin healing. With this skill, you have the ability to call “set bone” whenever you are touching a person who has a broken limb. You should role-play the process of wrenching the limb into place, and the subject should role-play an enormous amount of pain during the process. In fact, whenever you use this ability, you should call “stun by pain” immediately afterward, as the subject is completely unable to do anything for 3 seconds. After a limb is repaired in this way, the subject still cannot start using it immediately; for the next 3 minutes that limb is considered “maimed,” which means that it cannot be used for anything even slightly strenuous."
Bandage,4,"Set Bone","You have advanced training in the medical arts, such that you can apply bandages to wounded people with enough skill to significantly improve their health. With this skill, you have the ability to tie a strip of cloth around a subject’s arm or leg, then call “heal 1” to restore 1 Health Point. After a subject has been bandaged, you may not use BANDAGE to heal them again until they are actually wounded again, or until the original bandage has been removed safely (after at least 30 minutes). When either of those conditions are met, though, you can tie another bandage onto the subject and call “heal 1” again. This skill works on any living subject, and it can save someone from bleeding out, but you do actually need to have a strip of fabric that can serve as a bandage. As mentioned earlier, after you use this ability, the subject must wear the bandage for at least 30 minutes; if the bandage is removed before that time, the subject will take, in 3 minutes, an amount of damage equal to the number of bandages they were wearing before you removed one. (The exception to this rule is magical healing: if magic is used to bring the subject to full health, then bandages may be removed prematurely without causing any damage.)"
Surgery,5,"Bandage, Lore: Anatomy","You have master-level training in the medical arts, such that you can perform a wide range of complex surgical procedures without permanently damaging your subjects. SURGERY is, in fact, something of a catch-all skill—any kind of high-difficulty medical procedures (such as reattaching limbs, removing invasive parasites, or grafting materials into a subject’s body) fall under the purview of this skill, and the range of such procedures is limited only by your imagination and the opportunities that occur within the game. SURGERY is often best used alongside healing magic of some variety; for instance, simply using this skill to reattach a severed limb will not make that limb useable unless healing magic can restore its functionality.  To use this skill, you must have props representing a doctor’s implements, such as (for example) a needle and thread, a sharp knife, and a magnifying glass. The amount of time required to perform a given surgery will vary by its complexity (ask a Twin Mask staff member for details), but many will take 3 minutes of intensive role-playing. Additionally, the SURGERY skill can be used to drain blood from dead (or wounded) creatures or people, and it can be used to harvest useful parts of the bodies of various unusual creatures, if you can begin the surgical process very soon after their deaths."
Prayer,4,-,"You have learned how to focus your mind and soul into a quiet stillness that can help your thoughts echo outward into the realm of the divine. To use this skill, you must spend 30 minutes actively praying to a god of your choice, ideally at a place of worship (most likely a shrine) dedicated to that god. After this 30-minute period, you may approach Twin Mask staff and describe your prayer. After considering many factors—including what your character is asking of the god, your character’s intentions, your character’s past relationship with the god, and the current cosmological conditions—Twin Mask staff will inform you whether the god intends to honor your plea, ignore it, or become angry as a result of it. Occasionally, you may instead get a direct response from the god, either verbally or in the form of a vision. The PRAYER skill can only be used once per game."
Repentence,2,-,"You have recognized the depth of the mistakes you made in the past, and all you wish is to be understood and forgiven as a person seeking redemption. In order to take this skill, you must role-play deep and sincere repentance for your character’s evil actions in the past. Taking this skill reduces your character’s “Taint score” by 1. (See the “Taint” section of Chapter 12 for more details on Taint as a game mechanic.) Of course, you must also continue to role-play an active desire to make up for your previous actions, and if you ever again do something evil enough to warrant gaining a point of Taint, you will receive 1 additional Taint as a kind of punishment."

####################
# The Magical Arts #
####################
Mana Focus,1*,"Magical Aptitude","You have recognized the depth of the mistakes you made in the past, and all you wish is to be understood and forgiven as a person seeking redemption. In order to take this skill, you must role-play deep and sincere repentance for your character’s evil actions in the past. Taking this skill reduces your character’s “Taint score” by 1. (See the “Taint” section of Chapter 12 for more details on Taint as a game mechanic.) Of course, you must also continue to role-play an active desire to make up for your previous actions, and if you ever again do something evil enough to warrant gaining a point of Taint, you will receive 1 additional Taint as a kind of punishment."
Apprentice Magic,6,"Mana Focus x5, Lore: (Same Magical Art)","You have recognized the depth of the mistakes you made in the past, and all you wish is to be understood and forgiven as a person seeking redemption. In order to take this skill, you must role-play deep and sincere repentance for your character’s evil actions in the past. Taking this skill reduces your character’s “Taint score” by 1. (See the “Taint” section of Chapter 12 for more details on Taint as a game mechanic.) Of course, you must also continue to role-play an active desire to make up for your previous actions, and if you ever again do something evil enough to warrant gaining a point of Taint, you will receive 1 additional Taint as a kind of punishment."
Journeyman Magic,6,"Mana Focus x10, Apprentice Magic: (Same Magical Art)","By standing atop the building blocks of a particular magical art (such as Warding or Alchemy) you have learned how to produce more complex effects associated with that art, as long as you have the appropriate scrolls. That is, you can cast 2nd-level spells of that magical art. Each time you take this skill, you choose a different magical art that you have already learned at the Apprentice level."
Master Magic,6,"Mana Focus x15, Journeyman Magic: (Same Magical Art)","By delving even deeper into the mysteries and practical challenges of a particular magical art (such as Sorcery or Warding) you have begun to harness some of the fundamentally powerful aspects of that art—as long as you have the appropriate scrolls. That is, you can cast 3rd-level spells of that magical art. Each time you take this skill, you choose a different magical art that you have already learned at the Journeyman level."
Grandmaster Magic,6,"Mana Focus x20, Master Magic: (Same Magical Art)","Whether it is through intensive study or powerful intuition, you have begun to exceed the limits of your teachers’ knowledge of a particular magical art (such as Channeling or Alchemy) and are now capable of delving into its most arcane depths…as long as you have the appropriate scrolls.  That is, you can cast 4th-level spells of that magical art. Each time you take this skill, you choose a different magical art that you have already learned at the Master level."
Blade Casting,8,"Magical Aptitude","You have blended two strengths—martial discipline and arcane focus—into a powerful ability: you can make the magical effects of your spells flow through whatever weapon you are wielding. With this skill, any spell you can cast that would normally be delivered by packet can instead be delivered with a swing of your weapon, with the effect of the spell replacing the damage of your attack. You must still spend the mana for the spell, along with spending the amount of time casting the spell would normally take (so, for instance, if you cast a 4th-level spell in this way, it will have to be at least 4 seconds after the last spell you cast). Unlike spells that are delivered by packet, though, spells delivered this way will not work if they hit an opponent’s shield or weapon."
Armored Casting,6,"Magical Aptitude","Through long training and discipline, you have learned how to draw on mana even with the hardened barrier of armor dulling your connection to the world’s magic. You may cast spells while wearing armor."
Shield Casting,6,"Magical Aptitude","Through practice with the magical arts and improving your dexterity, you have learned how to draw on mana even while holding a heavy, inert chunk of wood or metal. You may cast spells while wielding a shield."
Combat Mimic,4*,"Blade Casting","You have developed the hard-to-explain ability to feel the ‘energy swirls’ that are caused by powerful or unusual melee attacks used in close proximity to you. By using your familiarity with BLADE CASTING, you can watch an enemy closely and mimic any weapon-delivered melee attack they perform against you, even if that attack is far beyond your normal capabilities. Immediately after an enemy attempts to strike you with such an attack, if you are wielding a melee weapon, you may call “mimic” as you make a retaliatory attack, followed by the exact same call that the enemy used for their attack. (The only weapon-based melee attacks that you cannot mimic are those that use the “Greater” modifier.) If you have multiple uses of COMBAT MIMIC, you can make multiple such attacks in a row, all based on the initial attack against you. If you take this skill multiple times, you should always keep track of how many uses you still have available, until your character gets a chance to rest and regain their full complement of skills."
Internal Reserves,4,"Mana Focus x10","As a spellcaster, you have learned how to tap into your inner wells of magical power, and, in times of great need, you can even pour an unhealthy amount of your strength into your magical arts. Whenever you choose to use this ability, you must meditate (remaining motionless, with your eyes closed) for 30 seconds. If you do, you can reduce your maximum Health Point total by 1 for the next 3 days in order to immediately call “restore 10 mana” (thereby regaining 10 mana).  This reduction in maximum HP total cannot be healed through any normal means, and if you reduce your maximum HP total to 0 in this way, you immediately die."
Arcane Tutelage,10,"Grandmaster Magic: (Any Magical Art), Research","After so much time spent doing magical research and perfecting the art of your spellcasting, you have accumulated a great deal of useful information and advice to share with your fellow magicusers.  Once per game, you can spend 30 minutes role-playing through a “magic class” with as many spellcasters as are interested in participating, thereby bestowing on them a special, longlasting boon of 10 additional mana. The 30-minute ARCANE TUTELAGE class itself can focus on any magic-related or scholarly activities, including lectures or moderated discussions (on abstract magical theory, cosmology, recent arcane events, etc.) or possibly field excursions (involving packet-throwing, healing, herbalism, leylines, etc.). At the end of the class, you may call “bestow 10 mana” to affect all other characters (that is, everyone but you) that were involved in the full duration of the class. If an ARCANE TUTELAGE session is interrupted by unplanned combat, the class does not need to restart—as long as you return to class with a gap of no more than 3 minutes after the end of combat, you can resume the class where you left off.  Importantly, the extra 10 mana bestowed by ARCANE TUTELAGE lasts for 3 full days, with the added bonus that it will replenish at sunrise and sunset, just as normal mana generated by the MANA FOCUS skill does. In order to gain any benefit from ARCANE TUTELAGE, a character must be a “spellcaster,” which means that they must have taken at least 1 APPRENTICE MAGIC skill.  This must be a formal class; merely engaging in casual conversation about magic-related subjects is not sufficient to meet this skill’s requirements. Twin Mask staff encourages players who take this skill to use visual aides and require their students to take notes, or perhaps even to make their students do “homework.”"

################
# Skullduggery #
################
Disguise,4,-,"You have learned enough about the art of disguise to be able to convince others of your assumed identity through your mannerisms and confidence, even if your appearance is less than completely accurate. Twin Mask costuming and characters rely on a suspension of disbelief, which can make in-game disguises complicated. For instance, if you normally present yourself as female in daily life, but you decide to play a male character in Twin Mask, other players will role-play as though your character is unambiguously male, ignoring their knowledge of your real-life female identity. This willingness to “role-play along” with a character’s intended appearance can make disguises too effective, actually: if you dress up like a Mandalan, for instance, people are generally right to assume that you are playing a new, Mandalan character rather than just your old character in new, Mandalan clothing. To manage the trickiness of this distinction, any player may, at any time, raise a fist above their head (to signal going momentarily out-of-character) and ask another player, “do I recognize you as [character name]?” If you are playing the named character in different clothing, you must answer “yes” to such a question. This is where the DISGUISE skill comes into play: with this skill, you may answer “no” instead. Importantly, though, because prosthetics such as Effendal ears, demon horns, and so on are quite advanced pieces of costuming in the world of Twin Mask, you are not allowed to use such prosthetics as part of your character’s disguise."
Master Disguise,6,"Disguise","You have mastered the art of disguise, to the point that you can acquire and use incredibly lifelike prosthetics as part of your disguises, allowing you to masquerade as a member of a different species. See the DISGUISE skill for more information about how disguises generally work in Twin Mask; if you have the MASTER DISGUISE skill, the restriction on prosthetics as part of your costume no longer applies. You will still have to supply your own prosthetics if you want your character to use them (outside of rare cases in which you might be able to convince Twin Mask staff to loan you prosthetics)."
Escape,3*,-,"You are an escape artist, with the practice needed to squirm your way out of any kinds of ropes, chains, shackles, or grappling holds that others might use to try to pin you down. When you use this skill, you call “escape” and may instantly pull yourself free from any kinds of bonds or snares that were trapping your character (including any Bind effects caused by, for instance, The Binding Spell). You can similarly pull yourself out of any character’s grip, even if they are using the Strength ability to hold you. If you take this skill multiple times, you should always keep track of how many uses of ESCAPE you still have available, until your character gets a chance to rest and regain their full complement of skills."
Poison Resistance,2*,-,"You have been exposed to poisons enough that you have started to develop a tolerance to their effects. When you use this skill, you call “resist” and immediately end any poison effects that are currently affecting your character. This call may be made at any point during a poison count— but, importantly, it can also be made in response to a poison effect, so that you do not have to take the initial effect of that poison. If you take this skill multiple times, you should always keep track of how many uses of POISON RESISTANCE you still have available, until your character gets a chance to rest and regain their full complement of skills."
Poison Immunity,4,"Poison Resistance x3","After constant exposure to poisons, whether as the result of an organized effort on your part or simply through bad luck, you have built up a complete immunity to their effects. Whenever a poison would affect you, you may instead call “no effect.”"
Disarm Traps,5,-,"You have learned how to spot traps and, given a bit of time, how to use the appropriate tools to disarm them. In Twin Mask, traps consist of small explosive caps that, when disturbed, snap open and make a loud sound, dealing 5 damage to everyone within a small radius. Generally, people use string, tape, and other, similar materials to link those caps to objects that they don’t want disturbed. Without this skill, even if you notice a trap before you trigger it, you have no choice to but to avoid it (or just trigger it and take the damage). If you have this skill, though, you can attempt to physically disarm the trap by using any tools that you carry with you.  Generally, this means that people with the DISARM TRAPS skill will carry a set of “thieves’ tools” (small scissors, a mirror, a dentist’s hook, needle-nose pliers, etc.) so that they will be more likely to be able to handle any traps they encounter."
Set Traps,2*,"Disarm Traps","Considering all your experience working with and disarming traps, you have seen plenty of ways to set them up—and now, you are becoming increasingly adept at placing them yourself. For each instance of the SET TRAPS skill you have taken, once per game you may use your own props to set up a trap anywhere you want. (That is, if you have taken this skill 3 times, you may set up 3 traps per game.) Whenever somebody triggers one of your traps, everyone within 3 feet takes 5 damage—and two traps can be set in the same spot to increase the damage to 10, although any further traps there will not provide any additional damage. The damage from traps can be resisted, perhaps through the use of certain magical items or wards, but it cannot be prevented with the DODGE, WILLPOWER, or PARRY skills. The core mechanic of each trap is a small metal housing for an explosive cap—when that housing is disturbed enough to snap open, the cap will explode with a loud crack, alerting people and signaling that anyone close enough should take the appropriate damage. In fact, if you accidentally trigger a cap while setting up a trap, you should take 5 damage yourself. Generally, you should use string, tape, or similar materials to connect the explosive caps to any containers or doors you want to keep safe, such that the traps will explode when they are opened."
Lockpicking: Apprentice,4,-,"As a student of the art of larceny, you have also begun to develop the art of picking locks. To use this skill, you must role-play the process of picking a lock (using an actual lockpick prop) for 3 minutes. Immediately afterward, you may open that lock if it is crafted at an “Apprentice” skill level. (The skill level of any given lock should be listed on its item tag.)"
Lockpicking: Journeyman,4,"Lockpicking: Apprentice","You have continued to develop the art of picking locks. To use this skill, you must role-play the process of picking a lock (using an actual lockpick prop) for 3 minutes. Immediately afterward, you may open that lock if it is crafted at a “Journeyman” skill level. (The skill level of any given lock should be listed on its item tag.)"
Lockpicking: Master,4,"Lockpicking: Journeyman","You have become truly adept at the art of picking locks. To use this skill, you must role-play the process of picking a lock (using an actual lockpick prop) for 3 minutes. Immediately afterward, you may open that lock if it is crafted at a “Master” skill level. (The skill level of any given lock should be listed on its item tag.)"
Lockpicking: Grandmaster,4,"Lockpicking: Master","You have truly mastered the art of picking locks. To use this skill, you must role-play the process of picking a lock (using an actual lockpick prop) for 3 minutes. Immediately afterward, you may open that lock if it is crafted at a “Grandmaster” skill level. (The skill level of any given lock should be listed on its item tag.)"
Gambling,2*,-,"You have developed a knack (or perhaps the manual dexterity…) for getting dice or cards to fall in your favor, when it really matters. When you are playing a game of chance, you may use this skill to re-draw one dealt hand of cards or re-roll one set of rolled dice. You cannot use the GAMBLING skill again on that hand or that roll of the dice: you are stuck with the new results, even if they are worse than your original results. Although this may seem initially like a fairly limited use of a skill, GAMBLING can also sometimes prove useful on “mods” that occur away from the main space of the Twin Mask game. If you take this skill multiple times, you should always keep track of how many uses of GAMBLING you still have available, until sunset or sunrise arrives and restores your full complement of this skill."
High Roller,6,"Gambling","You have played so many games of chance that you have memorized the odds, learned your opponents’ tells, and steered yourself away from crooked games (or at least the ones that are not crooked in your favor). In order to use this skill, your character must be living in a location that has access to a tavern or a gambling hall. If so, then at the beginning of each Twin Mask game, you may choose to attempt to earn money, to represent effort that your character spent on gambling between events. When you choose to use this skill, you have a two-thirds chance of making money and a one-third chance of losing money."
Torture,2*,-,"You are good at gathering information—and in the process, you have enough practice to avoid killing people while still causing them excruciating pain. To use this skill, you must role-play the process of torturing a helpless, captive character for 3 minutes. The torture can consist of any kind of pain-inducing actions you can think of, as long as they would not kill the subject or make that subject unable to speak. In order to be considered “helpless and captive,” a character must be physically restrained, unable to escape or make any attacks. After the 3 minutes of roleplaying, you may call “torture” followed by a single, yes-or-no question. The subject then has a chance to call “resist” or “no effect” (if they have the TORTURE RESISTANCE or TORTURE IMMUNITY skill), but otherwise they must answer the question truthfully. Every time you use TORTURE, you must spend another 3 minutes role-playing before asking your question. If you take this skill multiple times, you should always keep track of how many uses of TORTURE you still have available, until sunset or sunrise arrives and restores your full complement of this skill."

#############
# Knowledge #
#############
Literacy,4,-,"At some point in your past—whether as a child or just a few months ago—someone taught you the relatively high-class ability to read and write. (Particularly for the working poor, literacy is just not an affordable luxury.) With this skill, you can read in-game documents, use the in-game postal service, write notes to other characters, and produce scholarly works. Without this skill, you must role-play an inability to understand or produce text of any kind, although you can develop a mark or symbol that you can use to “sign” any necessary documents. It is important to note that spellcasting (which requires the use of spell scrolls) is entirely separable from the LITERACY skill: if you have the appropriate LORE and MAGIC skills, you can read and use spell scrolls even without LITERACY, and LITERACY does not give you the ability to read scrolls without those LORE and MAGIC skills."
Lore: (Specify Field),4*,-,"Whether deep in the library or out gathering data in the wider world, you have spent considerable time studying a particular subject. This entry for the LORE skill actually represents an enormous spread of different possible LORE skills, one for each available field of study—you can choose any of the religions, races, magical arts, creatures, trades, or other categories of Adelrune. (Importantly, however, you may not acquire LORE skills related to the cultures listed in Chapter 5. The NATIVE LORE skill fills that role.) To use this skill, you call “Bid – Lore: Poisons” (or “Bid – Lore: Leylines,” or whatever, filling in the field you have chosen) to a Twin Mask staff member, and that staff member will provide you with whatever information your character would know or remember about the matter at hand. In general, the depth of your character’s knowledge will scale with the narrowness of the field that you choose. KNOWLEDGE: ANIMALS will give you a good amount of broad knowledge, but KNOWLEDGE: BURROWING MAMMALS will give you a lot of very specific knowledge about those particular kinds of animals. Not every LORE is available to every character; you should check with a Twin Mask staff member before you attempt to take a particular LORE, to see if access is restricted."
Research,6,"Literacy","You have developed your ability to draw a great deal of useful information from any chance to spend time with primary or secondary sources of knowledge. In order to use this skill, you must have a “research object” (with the appropriate item tag) for a certain field of study, and you must have a LORE skill (or NATIVE LORE skill) that corresponds to that field of study. If those conditions are met, then you can spend 30 uninterrupted minutes role-playing the process of using that object to research the relevant subject (generally, by reading and taking notes, making charts to track correspondences, etc.). At the end of that 30-minute period, you may approach a Twin Mask staff member and ask for the important information that your character would have gathered from their efforts. This skill can only be used once per game."
Archivist,6,"Research","You are so familiar with tracking down obscure sources of information, cross-checking possible errors, and searching through dusty tomes that you can engage in research more efficiently and quickly than other people. Instead of being limited to using the RESEARCH skill only once per game, you can use it twice—but, for the second use of RESEARCH, you must have at least 2 assistants to aid you in your efforts. Although they do not need to have any particular skills in order to help, they must be present and engaged during the entire duration of the second RESEARCH skill."
Appraise,2,-,"You have always had a knack for identifying valuable objects, and as you have gained more experience, you have learned how to accurately appraise the gems, precious metals, and other treasures around you. If you have this skill, you may seek out a Twin Mask staff member at any time and ask about the relative value of an object."
